"ID","OR","Last Name","First Name","Team","Status","Status Details","Eligible Positions","Avg. Pick","Avg. Round","Avg. Cost","% Drafted","G (P)","A (P)","+/- (P)","PPP (P)","SOG (P)","BLK (P)","W (G)","GA (G)","SV (G)","SHO (G)","Image"
"453.p.6941","54","Daccord","Joey","SEA","Out","O - Illness","G","145.1","12.6","$1.5","95%","","","","","","","12","47","491","1","https://s.yimg.com/iu/api/res/1.2/LMyjmBFCuRLoQ4FVMZu2PQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10152024/6941.png"
"453.p.7947","55","Marchenko","Kirill","CBJ","Available","","RW","","","","","10","15","13","5","63","4","","","","","https://s.yimg.com/iu/api/res/1.2/NBLmS_tcRd6XbOpBp9gZ2w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10022024/7947.png"
"453.p.8293","56","Caufield","Cole","MTL","Available","","LW,RW","80.0","7.1","$16.0","100%","17","8","-3","8","76","12","","","","","https://s.yimg.com/iu/api/res/1.2/ZT4KWu6t_0sYdRFjseibuw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10282022/8293.png"
"453.p.30139","57","Laferriere","Alex","LA","Available","","RW","","","","","12","9","11","4","57","9","","","","","https://s.yimg.com/iu/api/res/1.2/a9BMAyjvExVVrsDBdPDIlg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10172024/30139.png"
"453.p.8699","58","Cuylle","Will","NYR","Available","","LW","","","","","9","11","10","1","46","11","","","","","https://s.yimg.com/iu/api/res/1.2/Xeqa.d7JJZyozTdMPPB7fA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/8699.png"
"453.p.6818","59","Hill","Adin","VGK","Available","","G","91.3","8.1","$8.0","100%","","","","","","","12","46","436","2","https://s.yimg.com/iu/api/res/1.2/NyxBHk7FW9BvM5KT5T2yeg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/6818.png"
"453.p.3737","60","Crosby","Sidney","PIT","Available","","C","25.1","2.5","$22.5","100%","8","19","-6","8","87","14","","","","","https://s.yimg.com/iu/api/res/1.2/kG08DqNrOQRlY_Kj23bQkg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/3737.png"
"453.p.5753","61","Korpisalo","Joonas","BOS","Available","","G","160.1","13.9","$4.5","62%","","","","","","","6","23","229","2","https://s.yimg.com/iu/api/res/1.2/aa6hQG24PPoE3AVhWjE4mg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/5753.png"
"453.p.9232","62","Stauber","Jaxson","UTA","Available","","G","","","","","","","","","","","1","0","29","1","https://s.yimg.com/iu/api/res/1.2/t.7sIswtsgSP3oUqxc6AmQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/12022024/9232.png"
"453.p.8644","63","Raymond","Lucas","DET","Available","","LW,RW","96.5","8.6","$5.5","100%","10","18","-2","13","57","13","","","","","https://s.yimg.com/iu/api/res/1.2/tSZu_Sj.Yp1SbXhlUoTOVQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/8644.png"
"453.p.5928","64","Lee","Anders","NYI","Available","","LW","175.2","14.9","$0.0","3%","11","10","4","3","85","11","","","","","https://s.yimg.com/iu/api/res/1.2/V7JoiwnmrOrvWu3eOZycbA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10142024/5928.png"
"453.p.5981","65","Barkov","Aleksander","FLA","Available","","C","48.4","4.5","$16.0","100%","8","20","3","11","47","19","","","","","https://s.yimg.com/iu/api/res/1.2/CD0jK6GUZSrwIVuxPuHbSA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10142024/5981.png"
"453.p.7854","66","Sherwood","Kiefer","VAN","Available","","LW,RW","","","","","7","6","6","0","46","8","","","","","https://s.yimg.com/iu/api/res/1.2/3Dw9XB9ZnsmXpU8B0dEYbg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10042024/7854.png"
"453.p.4503","67","Carlson","John","WSH","Available","","D","103.9","9.2","$4.5","100%","3","17","13","7","70","51","","","","","https://s.yimg.com/iu/api/res/1.2/FR3YbXjvIDrxZrBPRretCA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10052023/4503.png"
"453.p.6756","68","DeBrusk","Jake","VAN","Available","","LW,RW","140.6","12.2","$1.0","97%","12","9","6","7","55","13","","","","","https://s.yimg.com/iu/api/res/1.2/cxtCi5XHs72Od.qBsYeg.A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10042024/6756.png"
"453.p.4947","69","Markstrom","Jacob","NJ","Available","","G","55.4","5.1","$20.0","100%","","","","","","","13","50","486","1","https://s.yimg.com/iu/api/res/1.2/5w7M9fUrSnNfs3iMh_3E4A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10152024/4947.png"
"453.p.8885","70","Guenther","Dylan","UTA","Available","","RW","164.3","14.1","$0.0","42%","10","12","8","9","63","14","","","","","https://s.yimg.com/iu/api/res/1.2/khFt5CLDbQv2tjpTagt3pg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11012024/8885.png"
"453.p.7528","71","Suzuki","Nick","MTL","Available","","C","114.4","10.0","$4.5","100%","10","18","2","7","59","27","","","","","https://s.yimg.com/iu/api/res/1.2/US5MpBlJn.zUcGBSdXWncw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/7528.png"
"453.p.5161","72","Andersen","Frederik","CAR","Out","O - Knee","G","88.0","7.8","$6.5","100%","","","","","","","3","6","95","0","https://s.yimg.com/iu/api/res/1.2/k_a3rm_oCUTeWnMucTB6hQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10112024/5161.png"
"453.p.5691","73","Forsberg","Filip","NSH","Available","","LW","20.9","2.2","$36.0","100%","9","8","-12","8","98","15","","","","","https://s.yimg.com/iu/api/res/1.2/pLH3tF1g2AEo0HzfucCFtA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10282022/5691.png"
"453.p.8489","74","Wolf","Dustin","CGY","Available","","G","167.5","14.4","$0.0","24%","","","","","","","8","34","379","1","https://s.yimg.com/iu/api/res/1.2/aZw4PhcirteaccyZTU_Z5w--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10022024/8489.png"
"453.p.7578","75","Zetterlund","Fabian","SJ","Available","","LW,RW","","","","","9","11","6","3","63","28","","","","","https://s.yimg.com/iu/api/res/1.2/OQsfloVxvSe4Q9nXA0Shhg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/7578.png"
"453.p.5769","76","Gostisbehere","Shayne","CAR","Available","","D","148.8","12.9","$2.0","95%","5","19","-5","17","52","19","","","","","https://s.yimg.com/iu/api/res/1.2/G0pHTlIhLEXb5u8GknI1Sw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10112024/5769.png"
"453.p.6424","77","Montour","Brandon","SEA","Available","","D","82.2","7.4","$10.5","100%","7","11","5","4","89","30","","","","","https://s.yimg.com/iu/api/res/1.2/NXfpfNlc5cEV49kHVJAd0g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/07022024/6424.png"
"453.p.4965","78","Niederreiter","Nino","WPG","Available","","LW,RW","167.1","14.5","$0.0","2%","10","6","13","3","59","14","","","","","https://s.yimg.com/iu/api/res/1.2/9T3idxp6ujzwS.8FHrgt.A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10172024/4965.png"
"453.p.4682","79","Hedman","Victor","TB","Available","","D","40.6","3.9","$17.0","100%","4","20","5","11","60","46","","","","","https://s.yimg.com/iu/api/res/1.2/G.lh9pY0adTJLKFhuN6fWw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10072024/4682.png"
"453.p.6184","80","Weegar","MacKenzie","CGY","Available","","D","77.2","6.9","$8.0","100%","4","12","2","8","67","72","","","","","https://s.yimg.com/iu/api/res/1.2/pWDKwsyqnUCoRNj8llJNEg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10112024/6184.png"
"453.p.6057","81","Guentzel","Jake","TB","Available","","LW","37.0","3.5","$26.5","100%","11","13","6","6","66","23","","","","","https://s.yimg.com/iu/api/res/1.2/QNEihQKy5aYseHL8Fz4TMg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10032024/6057.png"
"453.p.6375","82","Ehlers","Nikolaj","WPG","Injured","IR - Lower Body","LW,RW","126.5","11.0","$2.5","99%","9","16","5","8","61","4","","","","","https://s.yimg.com/iu/api/res/1.2/CmBt1ItLSSaYXsDavwFEGw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10172024/6375.png"
"453.p.6448","83","Point","Brayden","TB","Available","","C","30.5","3.0","$21.0","100%","16","9","4","10","46","11","","","","","https://s.yimg.com/iu/api/res/1.2/la56vNt4gPnXXPMzx.bERA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/6448.png"
"453.p.7143","84","Kyrou","Jordan","STL","Available","","C,RW","118.9","10.4","$3.5","100%","9","14","2","5","81","11","","","","","https://s.yimg.com/iu/api/res/1.2/UpfOHctTDbQoMNxLtXbZeg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/7143.png"
"453.p.6819","85","Montembeault","Sam","MTL","Available","","G","160.5","13.8","$0.0","28%","","","","","","","8","53","506","3","https://s.yimg.com/iu/api/res/1.2/YdjoB1r0jKuDMD5snh7ZBA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/11282023/6819.png"
"453.p.6384","86","Tuch","Alex","BUF","Available","","RW","116.5","10.2","$5.0","100%","8","16","8","4","66","44","","","","","https://s.yimg.com/iu/api/res/1.2/YVbNwmXLK0Ok5R7ObvLTsw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/6384.png"
"453.p.7899","87","Dahlin","Rasmus","BUF","Questionable","DTD - Back","D","33.5","3.3","$24.5","100%","6","13","4","8","74","36","","","","","https://s.yimg.com/iu/api/res/1.2/KJ1NQMvhKx8LaAZGsawYuw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/7899.png"
"453.p.7498","88","Pionk","Neal","WPG","Available","","D","160.0","13.9","$2.5","91%","4","18","9","6","51","45","","","","","https://s.yimg.com/iu/api/res/1.2/u8mujY.NqO0W429jd6e9uw--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10172024/7498.png"
"453.p.4351","89","Marchand","Brad","BOS","Available","","LW","72.9","6.5","$8.0","100%","11","10","-1","6","83","11","","","","","https://s.yimg.com/iu/api/res/1.2/5nnviHNWwp.kZyMiEBpSGA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/4351.png"
"453.p.6062","90","Verhaeghe","Carter","FLA","Available","","C,LW","56.2","5.2","$11.5","100%","8","15","-16","11","90","12","","","","","https://s.yimg.com/iu/api/res/1.2/eeftQEqefH8YRyhBUuDnAA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10142024/6062.png"
"453.p.6390","91","McCann","Jared","SEA","Available","","C,LW","154.7","13.4","$1.5","95%","10","13","5","5","76","20","","","","","https://s.yimg.com/iu/api/res/1.2/GLtZ.QFze7meNfaSMPBrpQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10152024/6390.png"
"453.p.5988","92","Horvat","Bo","NYI","Available","","C","147.3","12.8","$2.0","92%","6","14","7","2","81","11","","","","","https://s.yimg.com/iu/api/res/1.2/Mt74D4cdFcrjvpFvkYqsPg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10142024/5988.png"
"453.p.7983","93","Dostal","Lukas","ANA","Available","","G","173.2","14.9","$0.0","4%","","","","","","","6","41","479","1","https://s.yimg.com/iu/api/res/1.2/.E7A0VciCk4VPnbO9ml6Pg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10092024/7983.png"
"453.p.8155","94","Thompson","Logan","WSH","Available","","G","151.4","13.1","$1.0","89%","","","","","","","11","35","369","0","https://s.yimg.com/iu/api/res/1.2/VUWv6eI80JMBzJPPN5g.Bg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10042024/8155.png"
"453.p.6078","95","Saros","Juuse","NSH","Available","","G","27.1","2.8","$31.5","100%","","","","","","","6","60","608","2","https://s.yimg.com/iu/api/res/1.2/uI29_eYXfAnGYQMQU7hVjA--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102023/6078.png"
"453.p.5391","96","Rakell","Rickard","PIT","Available","","C,RW","167.0","14.4","$0.0","5%","11","7","1","4","69","31","","","","","https://s.yimg.com/iu/api/res/1.2/Ap5E1tSTz3dzeEFXs5th9g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/5391.png"
"453.p.7134","97","Thompson","Tage","BUF","Available","","C,RW","47.7","4.4","$22.0","100%","14","7","1","5","76","8","","","","","https://s.yimg.com/iu/api/res/1.2/Wtihko9DnGrOSbmAfC0U7g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10102024/7134.png"
"453.p.5992","98","Morrissey","Josh","WPG","Available","","D","49.5","4.6","$16.5","100%","2","23","2","10","59","44","","","","","https://s.yimg.com/iu/api/res/1.2/ZcFk4GAVpSJKf9q_gq8BZg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10172024/5992.png"
"453.p.5431","99","Trocheck","Vincent","NYR","Available","","C","59.8","5.4","$7.5","100%","7","8","-1","5","64","23","","","","","https://s.yimg.com/iu/api/res/1.2/nW4NgjmYG9mkzgzVQGGI8g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/5431.png"
"453.p.30548","100","Michkov","Matvei","PHI","Available","","RW","137.2","11.9","$7.0","95%","11","13","2","11","46","7","","","","","https://s.yimg.com/iu/api/res/1.2/XWRXQ4hWhuy5RWNEkb0hHQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10072024/30548.png"
"453.p.6814","101","Cirelli","Anthony","TB","Available","","C","","","","","11","13","14","2","51","26","","","","","https://s.yimg.com/iu/api/res/1.2/1_8okbbjigjAwwEGIxy7lg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10182024/6814.png"
"453.p.8654","102","Holloway","Dylan","STL","Available","","C,LW","","","","","9","8","7","3","64","17","","","","","https://s.yimg.com/iu/api/res/1.2/qQ3ruK8iWqLW5OOiK68ldQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10042024/8654.png"
"453.p.6865","103","Garland","Conor","VAN","Available","","RW","178.5","15.3","$0.0","2%","8","15","4","8","56","12","","","","","https://s.yimg.com/iu/api/res/1.2/_QHl5UOMntHgKcgfOebFPQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10132023/6865.png"
"453.p.5697","104","Hertl","Tomas","VGK","Available","","C,LW","151.7","13.1","$2.0","88%","9","12","-8","11","62","24","","","","","https://s.yimg.com/iu/api/res/1.2/A1fgszj06qWmlHk1h6coog--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/5697.png"
"453.p.5985","105","Monahan","Sean","CBJ","Available","","C","","","","","8","14","9","3","67","14","","","","","https://s.yimg.com/iu/api/res/1.2/iQOXFwEPQS7dcYs9jcYBHg--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10022024/5985.png"
"453.p.4589","106","Allen","Jake","NJ","Available","","G","172.2","14.8","$0.0","4%","","","","","","","5","24","223","2","https://s.yimg.com/iu/api/res/1.2/aj00zuFyAeg3Yvf5sf0vdQ--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10152024/4589.png"
"453.p.7520","107","Pettersson","Elias","VAN","Available","","C,LW","22.6","2.3","$33.5","100%","7","17","2","7","48","33","","","","","https://s.yimg.com/iu/api/res/1.2/y7hPzy2S1Fc5Tf9hr6bD0A--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10132023/7520.png"
"453.p.8649","108","Rossi","Marco","MIN","Available","","C","","","","","9","14","9","5","47","14","","","","","https://s.yimg.com/iu/api/res/1.2/IyctRm4cRXI0iEURpo3h9g--~C/YXBwaWQ9eXNwb3J0cztjaD0yMzM2O2NyPTE7Y3c9MTc5MDtkeD04NTc7ZHk9MDtmaT11bGNyb3A7aD02MDtxPTEwMDt3PTQ2/https://s.yimg.com/xe/i/us/sp/v/nhl_cutout/players_l/10162024/8649.png"
